doc_id,chunk_id,chunk_index,n_words,n_topic_tokens,idioma_detectado,score_pt,score_es,score_en,quality_reasons_str,text_for_embedding
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0055,55,271,133,es,0.35317,0.4881,0.05159,language_not_allowed,"ARG_0504_17h00_1824años_C1C2_otrasmarca... 61 / 75 OK. ¿Y Sobrenatura nos cuenta algo distinto, alguna novedad por parte de la marca acá o? No, digo, no del producto, sino como a nivel estético y a nivel de la comunicación para. No creo que para mí salir de los colores tipo más oscuros, como más pesados, más dark, a salir algo así como tan fresco. Me gustó. OK, perfecto. Si ya la querías decir algo. No sé si al final era lo mismo, no, parecido. Como que siento que esto que cambió un poco la paleta y que me gustó por un lado el riesgo de que no se casaron con una paleta y que pese a la paleta que elijan, como que me siguen transmitiendo Natura frescura, movimiento, fluidez y un montón de cosas. Bueno, además de frescura, ¿Que otras palabras sienten que representarían un poco esta gráfica de lo que les transmitió, de lo que les hizo pensar? Naturaleza. Naturaleza. ARG_0504_17h00_1824años_C1C2_otrasmarca... 62 / 75 Acuático. Se enfocaba mucho en el agua. Hiper acuático. Acuático. Bueno, faltan tres más chicas, no se me desinflen. Vamos, vamos con esta de Dice. ¿Y si dejaras que tu piel respire e inspire belleza? Base Serum Natura 1 con tecnología oxígeno, un acabado que permite que la piel respire y no se agriete. 24 horas de duración, 24 tonos de base, producto vegano. Acá la banco a Yaru con lo de igual siempre acá particularmente lo de la flor, porque vos estás hablando de una base que se supone que te deja toda la piel lisa, o sea, lisa me refiero toda pareja y le clavas algo de otro color."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0056,56,241,101,es,0.38793,0.59052,0.06466,language_not_allowed,"Me parece que se va súper invasivo. Sí, súper invasivo. Al margen de eso, la imagen de la derecha siento que es súper Natura. La de la izquierda podría tranquilamente ser de cualquier marca, sin embargo pegan, pero la de la izquierda no me parece muy. Cuando decís izquierda y derecha. No, no, para ver. Si, la que digo que es muy Natura es la del producto, por cómo está el fondo, los colores y la de las chicas, podría ser de cualquier marca para mí. OK. ARG_0504_17h00_1824años_C1C2_otrasmarca... 63 / 75 Para mí ambas pueden ser así como. No sé, si me pones una base Maybelline tranquilamente puede ser de esa. Siento que acá si no me transmite nada de Natura. ¿Y qué le faltaría Delfi para ser un poco más Natura? Esta gráfica yo siento que tiene como en todas y ponen imágenes de naturaleza mismo del producto, que se yo, viste que te ponen como una gota, todo te lleva como algo más natural. En esta lo veo muy directamente al producto y no le veo como ese. Sello, o sea, ya no está la naturaleza, no vemos ni el Amazonas ni el agua. En una parecían como los. No sé si eso, pero tipo los átomos de algo así. Y acá como que nada, cero. ¿Y qué será eso que está atrás del producto? ¿Qué entienden? No la flor, me refiero a la textura del fondo qué se entiende."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0057,57,240,92,es,0.39474,0.60088,0.05263,language_not_allowed,"Qué eso, como que tiene varios tonos, dice tiene 24. Como que tiene una gran variedad. Para mí sí a Natura como que por el maquillaje que tienen las modelos, como que se ve, no es que tienen un labial rojo, por ejemplo, como tienen un maquillaje natural. Y para mí sí va de la mano con la marca y con el producto. ARG_0504_17h00_1824años_C1C2_otrasmarca... 64 / 75 ¿Y la pregunta chicas, esto que dice Y si dejaras que tu piel respire e inspire belleza? ¿Qué les parece? ¿Es algo que les pasa a ustedes? ¿Esta sensación de quiero que la piel respire por más que quiero estar maquillada o no? Sí, para mí ese enganche está bueno, pero igual 7 puede usar la palabra goma, pero la segunda parte me parece goma también como que inspire belleza, no sé, esa no me dice nada, pero lo de que respire me parece que es un buen enganche porque en general si son como más tensas las cosas. OK. Pero se entiende esa tensión entre querer estar maquillada y no sentir la piel pesada. Para mí igual es medio contradictorio porque es como si dejas que la piel respire directamente, para mí sería no ponerle nada, ponerle algo, aunque sea natural, lo que sea, sino que respire, pero me cierra bastante. OK. Y está bueno. Me dicen que Natura está como medio. Como que por un lado sí, por otro lado no. OK."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0058,58,247,103,es,0.40678,0.59322,0.07203,language_not_allowed,"Pero por ejemplo, que hable de la tecnología Oxigen ¿Les dice algo? ¿No les dice nada? Yo iba a hacer un comentario con eso, como que para mí eso me pareció innovador, como que dije qué avanzados que deben de estar, que si hay una base que es verdad que como que me tapa y me lleva a pensar en que capaz la piel no está respirando pero si tiene esta tecnología que me parece que es bastante claro cómo está puesto entonces debe ser que están lo suficientemente avanzados como para que respire igual por más de que ponga la base que le ponga, o sea de esta. ARG_0504_17h00_1824años_C1C2_otrasmarca... 65 / 75 Cuando hablamos de innovación lo asociamos mucho a esto, a tipos de tecnología, a lograr beneficios o promesas que hasta hoy no pueden ser, como esto de sentir cubierta pero por un lado sentir que respiro, como esas tensiones que todavía no están resueltas. ¿Tiene que ver con eso la innovación chicas, o no? No sé, como que yo siento que acá lo probaría en el sentido de que creo que si tiene una tecnología que me permite respirar aunque no sea lo que creo que pueda llegar a pasar, entonces no me parece mal. No sé si contesto la pregunta. Sí, sí, entiendo, sí, sí, es como lo de las dos semanas como bueno, lo pruebo así me cumplís, pero bueno, promete como cosas que a lo mejor no son tan habituales de prometer."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0059,59,241,112,es,0.30702,0.49123,0.02632,language_not_allowed,"OK, chicas, palabras para caracterizar un poco la onda, el estilo de esta gráfica. Típica. ¿Típica qué más? ¿Típica? Cuando decimos típica, es típica de Natura o típica que es del. ¿La categoría producto de maquillaje? Productos de maquillaje como la T, ARG_0504_17h00_1824años_C1C2_otrasmarca... 66 / 75 Yo iba a decir normal, tipo está bien, normal. OK, bueno, ¿Qué pasa si hago esto chicas? Voy a mostrar la última. ¿Y si vivieras hoy como si hubiera un mañana? ¿Perdón? ¿Y si vivieras hoy como si vieras mañana? Shampoo en barra Natura, biodillo y suavidad con cero residuos para el planeta. 99% ingredientes naturales, cero residuos para el Planeta. Producto Vegan, me encanta. ¿Qué les gusta chicas de esta gráfica? No sé si es el mensaje, la. Naturaleza, la paleta, o sea, salvo que la derecha me parece un poco como si fuese cebolla, Yo pensé que eran piedras. Sí, eso es raro. Pero me parece que los mensajes están claros, están bien. Por primera vez siento que la pregunta sí es como un disparador para lo que dice la segunda parte y está bien hecho el enganche. Te hago una pregunta Delfi, porque me quedo pensando, esta no habla directamente del producto, esta habla, o sea, es como que habla de una actitud de vida, habla de bueno, nada, tener determinado tipo de consumos que generan pensar en que hay un futuro y que necesitamos un planeta para nosotros o para los queden."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0060,60,245,96,es,0.36123,0.5815,0.07048,language_not_allowed,"Digo, desde . Es una pregunta que vos sentís que es como más abstracta o más general o más elaborada o más filosófica, no sé cómo llamarlo. El resto de las preguntas. Sí, y siento que. Sí, sí, total. Y mejor redacta, o sea como siento que se entiende. Las otras es como, me parece que son medio boludas, o perdón, o no se entienden y esta me parece clarísima. Sí, no sé, me gustó y me parece que ese mensaje que quiere dar va de la mano con la imagen de Natura, no solo lo visual sino también el contenido. Por primera vez siento que el contenido va de la mano con lo que muestra. ARG_0504_17h00_1824años_C1C2_otrasmarca... 67 / 75 OK, OK, entiendo. Algunos hablaban las horas de cuidado, pero es como algo que además no lo tenemos tan asociado. OK, perfecto. ¿Y a las demás chicas que les pasa con esta gráfica? A mí me pasa que también con la pregunta como que me interpela y me mueve y siento que no sólo en la visual es Natura, sino que también el producto está siendo muy natural, como me parece que está buena esto, Opino lo mismo. Y también está bueno estas cosas que destaquen de los ingredientes naturales del planeta. Producto vegano. Es como que todo tiene, no se, tiene un mensaje que lo asocio con Natura y también con la gráfica. Y sienten que las dos. ¿No? Yo te interrumpí Delfín, disculpa, pensé que."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0061,61,251,112,es,0.36017,0.52966,0.02119,language_not_allowed,"No, no, eso más allá de que conozca la marca, acá como que lo veo a su ciudad, a todo lo que muestra. Y las dos hojas tienen, más allá de la pregunta que está esto que decía Delfi antes, como que está la conexión, pero sienten de alguna manera que están conectadas porque justo acá esa flor o esa hoja como que no se superpone con la imagen de la chica. ARG_0504_17h00_1824años_C1C2_otrasmarca... 68 / 75 Yo estaba por decir que estoy contenta que esté cortada. No, es que. Es que veo que el color del pelo es el mismo color que una de las hojas de la segunda hoja. El fondo es igual a otro de los tonos de las hojas, entonces como que asocio por colores, por paleta, me parece como que. Bueno, palabras para describir esta última gráfica, chicas, que la de que sientan que caracteriza o la representa mejor. ¿Qué palabras podríamos elegir? Compromiso. Compromiso natural. ¿Algo más se les ocurre? Futuro. Futuro. Identidad. Identidad. Bueno, la última. Hemos llegado a la última chicas y dice así Esta es de mamá y bebé, la línea de mamá y bebé dice Y si te dieras cuenta de que todo lo que necesita tu bebé está en tus manos. Aceite de masaje natural Mamá y bebé estimula el vínculo a través del masaje. Ingredientes de origen natural 100 seguro desde su primer día de vida. Producto vegano. Yo creo que esta es más parecida a las que criticamos al principio."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0062,62,251,108,es,0.3375,0.55833,0.04167,language_not_allowed,"ARG_0504_17h00_1824años_C1C2_otrasmarca... 69 / 75 A ver, Delfí, Jorge y en el. Sentido de la pregunta de vuelta, lo de la mancha que tapa la imagen es como que no. A mí la pregunta me gusta, o sea, me parece que está bien, siento que las fotos entre sí no tienen nada que ver y ninguna de las dos tiene nada que ver con Natura, o sea, podría ser fotos de cualquier producto, de cualquier. Sin embargo, o sea, podría estar mejor porque el contenido creo que está bien, la foto está bien, sacando que tal cual está tapada y lo que dice, la información que da es correcta, pero visualmente no me engancha. ¿OK, OK, acá qué es lo que falta para ser más Natura? Nos falta el coso del Amazonas, nos falta este paisaje típico, capaz pondría. Recién estaba pensando con lo que decían, es verdad que el masaje pie de bebé me parece que está bueno, pero capaz el fondo blanco, si le hubiesen puesto un fondo un poco más de naturaleza en alguna situación donde una madre y un hijo están, no sé, como que me parece que podría engancharme más y ni que hablar que bueno, obvio que un pie bebé es algo que vende un montón y digo, qué lástima que lo tapen con la forma. Yo pensé lo mismo del fondo blanco, es como. ARG_0504_17h00_1824años_C1C2_otrasmarca... 70 / 75 Muy blanco este verde que está acá atrás no es suficiente como para tener el plus es que hace."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0063,63,242,102,es,0.34335,0.56223,0.04292,language_not_allowed,"Como demasiado contraste, es como que me parece una foto muy de estudio. Y encima del fondo blanco de al lado también como que potencia eso tan, no sé, no tan natural y el verde es como bueno, pero acá te damos naturaleza en esta partecita y capaz. Lo que hubiera estado bueno sería poner el pie del bebé con una bañadera o agua de fondo, como le da más libras de algo natural el fondo directamente liso y casi blanco. Bueno chicas, palabras para describir esta gráfica, la última que estamos viendo. Contacto. A mí me da como baja calidad, no sé, de producto. Como que le baja la calidad del producto. ARG_0504_17h00_1824años_C1C2_otrasmarca... 71 / 75 Sí, Como que no tiene nada que ver, tipo no pegan las cosas. OK, OK, Bueno, nada, lo último que quiero hacer es mostrarles todas las gráficas juntas. Es simplemente para que veamos si hay como una sensación de continuidad, cuáles les gustan más, cuáles les gustan menos. Esto de la flor, bueno, ya lo conversamos, como que en algunas tapa y en otras no, pero que es como parte, se nota como parte de la impronta de la marca. ¿Cuáles son las que sienten más Natura, cuáles menos? Me gusta la primera y la del medio frescura, creo que era la de. Kayak y la del shampoo sólido. OK. ¿Por qué esas dos? Porque siento que son las publicidades que más me transmiten lo natural."
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0064,64,241,96,es,0.30973,0.57522,0.02212,language_not_allowed,"La marca hace muy resumido y entendible el producto en sí. ARG_0504_17h00_1824años_C1C2_otrasmarca... 72 / 75 A mí me pasa que yendo en orden tipo de la primera de los champú hasta la quinta creo que es la azul, la del perfume, como que siento que todas tienen algo en común y las asocio con Natura. Las otras tres siento que no tienen nada que ver con la estética ni con la marca. OK, Y sobre pensando en los fondos donde está la flor, chicas, ¿Cuáles les resultan más atractivos y cuáles menos? A mí también, el de la primera imagen y el del perfume porque esos delfines y lo siento también como dije antes, un poco más como naturales, limpios. Capaz el segundo también entraría. Sí. Ahora, desde esta comunicación chicas, ¿Sienten que la marca está proponiendo algo distinto a lo que viene diciendo hasta ahora? Digo, si uno tuviese que pensar, decían, bueno, uno a lo mejor Delphi decía, no me acuerdo, una publicidad de Natura o publicidad de Natura, pero sí tengo como esa sensación del estilo de la marca. Desde ¿Sienten que esta campaña del Easy estaría trabajando algo distinto? ¿Le estaría cambiando algo a la marca, la forma en que viene contando o la estética que viene usando o sienten que es más de lo mismo? Quiero tratar de entender si es novedoso o nada. Es quizás un poco. Me parece que se arriesgan más en. Los colores,"
doc_96f34760018e32cc,doc_96f34760018e32cc_pp_ch_0065,65,276,127,es,0.28077,0.51154,0.04615,language_not_allowed,"ARG_0504_17h00_1824años_C1C2_otrasmarca... 73 / 75 Pero no me genera ningún otro cambio. Después lo siento igual y a las. Demás chicas, Perdón, como que es más de lo mismo, pero no me parece negativamente más de lo mismo. La identidad esta de transmitir naturaleza me llega, pero en algunos casos hasta puede no llegarme en la generalidad. Veo la naturaleza pero no me parece algo novedoso. Les pregunto esto porque si la marca de alguna manera quisiera empezar a contar algo distinto o sumar algo a la forma en que viene hablando o hacer un pequeño cambio, parecería que eso no se nota. Si esa fuese la intención no lo estaría logrando. Es un poco más de lo mismo. Para mí lo delicioso está mal usado en el sentido de que por ejemplo, hace como preguntas muy banales y yo creo que podría ser explotado más a lo que identifica la marca, que esto que sea natural, vegano, amigable con el ambiente y quizás si la pregunta va más o menos o apunta eso como que estaría mejor, como en el caso del shampoo ese seco. ¿OK? OK. ARG_0504_17h00_1824años_C1C2_otrasmarca... 74 / 75 Bueno chicas, son las 19, mira el reloj clavado. Sé que las canso porque son muchos estímulos, estamos viendo muchas cosas, así que les quiero agradecer por no haberse rendido y haberme ayudado a a ver todo esto también porque son las 7 de la tarde antes de un feriado largo así que seguramente quieren ya desconectar de las obligaciones. Así que nada, muchísimas gracias chicas, un placer conversar con ustedes, que tengan un excelente fin de semana. Igualmente. Chau chau. ARG_0504_17h00_1824años_C1C2_otrasmarca... Transcribed by [URL] 75 / 75"
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0001,1,240,132,es,0.18222,0.38222,0.03556,language_not_allowed,"Hola a todas, yo me llamo Daniela. Gómez, Tengo 23 años, actualmente vivo con mis papás y mi hermana y estudio medicina. Perfecto, pues muchas gracias Daniela por conectar. ¿Cómo te gusta que te digan? ¿Dani o Daniela? Dani. OK, perfecto. Gracias Dani, bienvenida. Dana, por favor. Hola, yo soy Dana, tengo 18 años y estoy estudiando para hacer sobrecargo. MEX_0504_22h00_BC_1824anos_Concorrência... 1 / 103 Perfecto Dana, muchas gracias, bienvenida. Dice que es sueño, dale tips, que si lo puede lograr aún. Está muy lindo, está muy padre, o sea, si te gusta mucho, pues deberías de hacerlo. A mí me gusta desde chiquita y por eso. Por eso fui. Me metí a la carrera equivocada, lo. Que pasa, pero todavía puedes. Diana, estás muy jovencita, preséntate. Diana, ¿Cuál es tu nombre? Perdón que ve abajo, pero me manda la cámara abajo, así que me estoy viendo así. MEX_0504_22h00_BC_1824anos_Concorrência... 2 / 103 No te pre. Soy Diana, tengo 22 años, vivo con mis papás y estoy estudiando odontología. Perfecto Diana, muchas gracias, bienvenida. Sí, Bueno, yo tengo 22 años, estoy estudiando administración en el TEC y vivo solamente con mis papás. Perfecto, Nicole, muchas gracias, Bienvenida. Sofía. Hola, me Llamo Sofía, tengo 18 años y todavía estoy en. Perfecto, gracias Sofía y Yanin, Abajito si es tu celular, del lado de abajo, del lado izquierdo te aparece el MEX_0504_22h00_BC_1824anos_Concorrência... 3 / 103 micrófono. Ya, ¿ me escucho? Sí, te escuchas. Es que tiene un buen."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0002,2,257,126,es,0.2377,0.45082,0.03279,language_not_allowed,"Que no uso si estoy en el celular, perdón. Hola, buenas noches, yo soy Yanine, tengo 23 años, vivo con mi papá y mi hermano y estudio Administración de empresas. Perfecto. ¿Tu nombre? Yanine, ¿Verdad? MEX_0504_22h00_BC_1824anos_Concorrência... 4 / 103 Sí, Yanine. OK, perfecto. Listo chicas, pues miren, en esta ocasión les voy a enseñar unos videos que es de publicidad, pero de algo que nos gusta, que son como productos de belleza, entonces quiero que sean como súper creativas, súper honestas, muy participativas. Pueden alzar la manita con el que viene aquí en el Zoom donde dice Race Hand para darle la palabra, o bien solamente pueden hablar y decirme yo quiero participar o me dicen así y yo les doy la palabra nada más. Aquí el chiste es que lo hagamos en orden y no interrumpamos a la otra persona, No tenemos que estar todas de acuerdo, ese no es el sentido de aquí. Si no están de acuerdo con lo que comenta la otra compañera, no hay problema, solamente siempre con respeto, ¿De acuerdo? Listo chicas, se los voy a empezar a enseñar. Les va el primer video. ¿Ya lo ven verdad? ¿Ven mi pantalla? ¿Sí? OK, listo. ¿Estas? Les va. MEX_0504_22h00_BC_1824anos_Concorrência... 5 / 103 Dura poquito, entonces se los voy a pasar varias veces y si necesitan una más, me dicen. Pongan mucha atención. ¿Y si pudieras sentir en tu piel lo que la Amazonia hace por ti? Estimula la producción del ácido hialurónico en el cuerpo con la potente hidratación antiseñales de Natura Ecos Tucumá."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0003,3,240,110,es,0.26957,0.51739,0.04348,language_not_allowed,"Se los voy a mostrar otra vez. ¿Y si pudieras sentir en tu piel lo que la Amazonia hace por ti? Estimula la producción del ácido hialurónico en el cuerpo con la potente hidratación antiseñales de Naturaleza Natura Ecos Tucumá. Una vez más. ¿Y si pudieras sentir en tu piel lo que la Amazonia hace por ti? Estimula la producción del ácido hialurónico en el cuerpo con la potente hidratación antiseñales de Natura Ecos Tucuma. MEX_0504_22h00_BC_1824anos_Concorrência... 6 / 103 Listo chicas, abajo en su zoom hay un chat. Les voy a pedir por favor que me contesten las siguientes preguntas. Aquí está. Estas preguntas ya se me regresó en el chat. Por favor que me contesten. ¿Qué impresiones les transmitió? ¿Es una publicidad que me transmite? ¿Cuál es el mensaje principal que le traen o que les transmite a ustedes? ¿De quién era la publicidad, la marca, el producto y tres palabras para describir esta publicidad? Escríbanmela en el chat, no necesitan ponerme una redacción muy grande, con que sea muy sintetizado, muy claro, no hay problema. Pues las que ya terminaron, ¿Qué impresiones tuvieron de este vídeo? ¿Les gustó o no les gustó? ¿Qué pensaron en la primera impresión? ¿Qué es lo que les gustó o no les gustó, ¿Quién me dice a que guste? A ver, escojo Dana. Sí, por favor. Platícanos ¿Qué impresiones tuviste? ¿Qué sensaciones te generó el comercial? Pues primero que nada me transmitió mucha tranquilidad."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0004,4,242,88,es,0.37004,0.60352,0.05727,language_not_allowed,"Me gustó que fuera como muy este. Como muy colorido. Me llama mucho la atención a mí lo colorido. Luego pues regularmente mis tías y abuelitas son las que ocupan como crema de Natura, entonces el olor es mucho, entonces me dan como ganas de olerlo porque, o sea, como que neto imaginármelo por cómo vi que es como. No sé si es fruta o qué es, pero me llamó mucho la atención, sobre todo el olor y o sea, me gustó como pues la publicidad, no soy mucho de ver publicidad como así, es más de que yo escuche así de ay no, pues es que esta crema está linda y así. Y entonces como que ver un como pues sí, como un comercial estuvo padre, me gustó, o sea, cómo lo grabaron también porque también cierta parte de mí quiere aprender fotografía y como todo lo de vídeo, entonces como que esas cosas me interesan mucho y me gustó mucho. Perfecto. ¿Alguna parte del vídeo hablando justo de la fotografía, de la composición, ¿Alguna parte que te haya gustado más que otra? La manera en que tomaron o que pasaron a la chica, ¿Alguna parte en particular que te gustó? MEX_0504_22h00_BC_1824anos_Concorrência... 7 / 103 Pues sobre todo como cuando. Es que no sé si decía en el comercial, no lo vi, pero de lo que es la crema, o sea, como que el acercamiento al. A la fruta. A la fruta."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0005,5,268,114,es,0.30739,0.51751,0.01946,language_not_allowed,"Sí, claro. Que está el circulito y se acerca, Como que se acerca. OK, perfecto. Listo. Gracias Dana, muchas gracias. ¿Quién más? Chicas qué les gustó como Dana, ¿Les gustó o no les gustó? ¿Hay alguna parte en particular que más les haya llamado la atención? MEX_0504_22h00_BC_1824anos_Concorrência... 8 / 103 Yo Diana, a mí sí me gustó porque se ve como muy fresco y la verdad con este calorón el agua se veía que le caía rico. Muy relajante. Claro, así. Claro, había una parte donde la chica tenía como gotas, ¿No? Ajá, como que le caía y bueno, yo lo vi como muy fresco, así como que está buena para usar como después cuando te bañas como que te hidrata. Perfecto, muchas gracias Diana. Perfecto, muchas gracias tú Daniela. Igual lo que mencionaron que bueno, aparte del agua, igual el fondo era como una selva y también me da como la sensación de que es un producto natural y pues a mí en el acercamiento se me afiguró. Como un ojo. Como un ojo. Qué interesante. Sí, claro. Donde el zoom que decíamos con esta Dana de la fruta. Oye Dani, y si se lo tuvieras platicar a alguien más, por ejemplo, ahorita que terminemos la sesión, le platicas a una amiga el video, ¿Cómo se lo platicarías? MEX_0504_22h00_BC_1824anos_Concorrência... 9 / 103 Pues le platicaría que en general pues es una chica que está como en una selva, en general el paisaje bueno es fresco y pues nos da la sensación de que la chica tiene una piel fresca y sana justamente por cómo se muestra en el vídeo."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0006,6,267,106,es,0.3843,0.56612,0.05785,language_not_allowed,"Perfecto Dani, muchas gracias. ¿Tú Janine, ibas a decirnos algo? Sí, igual a mí se me hizo. Muy fresco la imagen que más me gustó igual cuando la chica sale con el agua en la cara y también yo bueno he usado algunas cremas para las manos nada más, o sea para el cutis no De Natura y si, o sea hidratan y así, entonces quiero imaginar o como que sí creo en el comercial de que sea como un producto fresco y también que hidrate la. Oye Janine y agregándote otra pregunta, si viste la expresión de y si aprovecháramos los beneficios del inicio, ¿Si la viste Yan? Sí. MEX_0504_22h00_BC_1824anos_Concorrência... 10 / 103 ¿Qué te pareció la expresión a qué daba entender o que te daba a entender el de y si esto pues. Como de que si te atreves a. Utilizarlo no, o sea como retándote de atrévete, ¿No? Atrévete a hacerlo. Perfecto, ya, muchas gracias. Sofía, ¿Ibas a decirnos algo? A mí la parte que más me gustó fue cuando como que hace el acercamiento a la fruta y explota, se ve diferente pero no me gustó que no dice como que qué hace en la piel, o sea siento que como que ese tipo de productos o ese tipo de comerciales como que lo que quiere saber es el ácido hialurónico qué te hace, qué te provoca porque si no es como por ejemplo yo tengo la piel muy sensible entonces cuando me dicen como para piel sensible, para esto tiene estos ingredientes como que me ayuda a saber si podría comprarla o no."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0007,7,242,110,es,0.32159,0.4978,0.02643,language_not_allowed,"Ya te entiendo. Claro, más, más información el producto más que solamente ácido hialurónico. Oye Sofía, ¿Y a quién le habla esta publicidad o para quién va dirigida? Pues yo creo que a todas las mujeres la verdad, porque yo creo que hasta abuelitas, hijas, nietas, o sea por ejemplo de mi edad más chiquita yo he probado las, o sea las gemas por mi abuela, por mi mamá, por esto, MEX_0504_22h00_BC_1824anos_Concorrência... 11 / 103 entonces como que es una marca que todos hemos probado sin importar la edad, entonces siento que cualquier edad y está padre que empiecen a hacer comerciales porque la verdad nunca había visto uno de sus comerciales. Perfecto, muchas gracias. Oigan chicas, y este comercial invita a hacer algo, o sea no se les invita, por ejemplo Sofí me decía que ella le invita como a buscar más sobre los beneficios sobre lo del producto. Algo más que los invite a hacer después de haber visto este video. Usarla después de bañarme. Usarla después de bañarte, o sea se te antojó como muy fresca. Sí, se me hizo así como para estos días. Claro, algo refrescante porque luego hay cremas como muy dulces que son como para temporadas de, no sé, de navidad o así y yo siento que esta te dijo así como de hace un calorón, bañate y échate la cremita Claro, perfecto. Diana, muchas gracias Perdón, MEX_0504_22h00_BC_1824anos_Concorrência... 12 / 103 Cremitas que son como pesadas ¿No?"
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0008,8,245,101,es,0.37391,0.56087,0.03478,language_not_allowed,"Cuando te las pones saliéndote de bañar hasta te sientes como pegajosa y huele raro pero hay otras que están como más ligeritas y no sé, hasta te hace sentir como limpia, como si te. Hubieras bañado Exacto, como fresca y esta se ve fresca, o sea no se ve pesada. Exacto, se ve como muy ligerita de las que se te absorbe muy rápido. Claro, perfecto, muchas gracias Nicole, ahora sí nos ibas a contar. Sí, justamente por esta frescura como que siento que es un poco hacia exfoliarte porque como que yo lo relaciono un poco como la exfoliación con algo fresco Yo tenía de hecho un exfoliante que era de Natura y si es muy fresco, o sea muy fresco y no es como que lo uses así en invierno tanto haciendo que Natura es más justo como de esta época del añ. Perfecto. Oye Nicole, ¿Y ya habías visto alguna publicidad parecida a esta de cualquier otra marca? ¿Alguien que recuerde algo que se pareciera a esto, que hablara así como parecido? MEX_0504_22h00_BC_1824anos_Concorrência... 13 / 103 Creo que no, o sea normalmente no sé, las cremas así son de que nada más la chica bañándose a la mejor y se la pone después de bañar en un baño pero así de que la naturaleza te transmita tanto, no. Recuerdo Perfecto Nicole, muchas gracias Janine, ¿Ibas a decirnos algo o es la manita de la anterior? No, es la manita de la anterior."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0009,9,241,105,es,0.28632,0.51282,0.02564,language_not_allowed,"¿OK, OK, gracias Diana Bueno, yo por. Ejemplo no había visto, más bien cuando empezó el comercial luego yo sabía que era de Natura, no sé por qué siento que está muy identificado Natura. Justo me interesa qué parte del anuncio dices claro, eso es Natura, o sea, qué parte del mensaje es, dices Natura? Creo que son como los colores, sabes como, no sé por qué, pero mi cerebro ya sabía, yo lo vi Lolo entrando, yo dije es Natura, o sea creo que la gente ya lo conoce y ya sabe, así como ya lo identifica muy fácil, yo al menos lo MEX_0504_22h00_BC_1824anos_Concorrência... 14 / 103 identifique muy fácil y dije esto es de Natura, Creo que son los colores. Los colores, justo esto está interesante que comenta Diana ¿Qué otro elemento creen que es lo que identifica Natura en el vídeo Diana nos decía los colores, ¿Tú Daniela, ¿Qué otro elemento crees que esté Natura en el vídeo? Yo pienso que también la voz de la chica que siempre narra lo que está pasando también es muy claro. Bueno, si, la chica siempre es un distintivo, ¿Verdad? Perfecto. Sofía, Nicole y luego Dana. Sí, Sofí, yo siento que la fruta. Como que no hay muchos comerciales que te lo digan así o si no, como decía Diana, nada más te sacan como a la chava después de bañarse, pero nunca te sacan como la absoluta y ese tipo de."
doc_97de55a65c6e2d51,doc_97de55a65c6e2d51_pp_ch_0010,10,244,97,es,0.33778,0.57778,0.04889,language_not_allowed,"¿Perfecto, me encanta, muchas gracias Sofí, Tú Dana? ¿Pues casi iba a decir lo mismo que hay quién fue la que participó? MEX_0504_22h00_BC_1824anos_Concorrência... 15 / 103 Sofía. Sí, lo mismo que Sofí, o sea, que lo que como que caracteriza a Natura siento yo que primero sí es la fruta, luego los colores que no, o sea, sí son vistosos pero tampoco es como colores muy vistosos, o sea un verde así de muy verde, o sea, es como colores opacos pero sí se ven. Por ejemplo, también me quedé con la pregunta que no recuerdo también a quién le hiciste, pero de qué cosa habíamos visto que no hayamos visto en otras, y no recuerdo ahorita las marcas de otras cremas que tienen ácido hialurónico, que es como que nada más te enseñan como cosas de la cara, o sea, pero esta vez no recuerdo si era el brazo o la pierna, pero se lo estaba poniendo en otra parte del cuerpo que no fuera la cara, entonces fue como, o sea, eso también como que me llama la atención porque yo pienso nacido hialurónico y pienso como que, ay, que te lo pones aquí y que acá y luego, o sea, que como que cambien pues es como, o sea, es como, órale, o sea, sí se puede poner como en otros lados porque regularmente los comerciales que he visto se hacen como cremas chiquitas o así y no, o sea, ahorita es"
